latitude,longitude,api
3757747.435036988,-11425094.486797638,42135422380000
3756775.5082057817,-11424888.545739673,42135422390000
3755905.852324904,-11426121.74305868,42135422400000
3755618.429698535,-11425514.606555896,42135422450000
3756038.743331887,-11424914.594500516,42135422530000
3753881.1838465454,-11426463.493895415,42135422540000
3754585.6800644496,-11425737.0228985,42135422550000
3754707.9315973283,-11425299.42598019,42135422560000
3755203.902515379,-11426076.65866491,42135422620000
3723706.701004805,-11426419.967974516,42135423320000
3752586.676035864,-11422197.953647198,42135423630000
3758696.7400054783,-11426115.731806178,42135424130000
3753307.8846766674,-11424907.470053108,42135424380000
3759044.59666724,-11423970.605218593,42135424390000
3753946.109629618,-11424506.942525232,42135424400000
3753883.938266608,-11423085.05866933,42135424410000
3752897.1091668033,-11421995.129534975,42135424740000
3752503.0034112926,-11424245.007763395,42135424800000
3755828.847051465,-11424632.399591358,42135424810000
3757930.2048724517,-11424944.094165575,42135424820000
3752547.3314692657,-11421528.366910078,42135424830000
3752330.15177069,-11426592.513185246,42135425040000
3759652.943512611,-11424560.709839284,42135425050000
3754725.6398084,-11422534.80642634,42135425060000
3752594.0203691768,-11426208.572261501,42135425240000
3752772.384122462,-11425948.529931005,42135425250000
3752192.318132537,-11420951.064030822,42135426180000
3751676.275631185,-11425498.242590746,42135426700000
3759532.347725382,-11426375.996775653,42135426710000
3753004.260944528,-11426270.46589838,42135426870000
3754159.6457813857,-11420374.317749025,42135427110000
3756458.67804822,-11420590.054922182,42135427130000
3755260.308857625,-11418966.794107433,42135427140000
3759826.2938703313,-11425959.550560595,42135427150000
3756697.316635083,-11423864.295104885,42135427380000
3754437.851808411,-11422675.18030423,42135427480000
3754246.871402797,-11421663.842730373,42135427490000
3755789.098354936,-11423882.440181885,42135427520000
3756300.856443628,-11423192.148019476,42135427530000
3756513.51596398,-11422366.825314732,42135427540000
3755752.235819503,-11422331.648355642,42135427550000
3756812.1114811418,-11422909.285193367,42135427620000
3752064.1906537777,-11424063.445673915,42135427650000
3756213.353584889,-11425939.513052253,42135427660000
3758755.655798832,-11424092.834019482,42135428530000
3757441.600256385,-11425312.116402142,42135428540000
3752604.24998374,-11424852.366905166,42135428550000
3751355.645346302,-11424877.3024711,42135428560000
3758395.7359715663,-11426314.21445826,42135429230000
3756899.74988244,-11426406.275677148,42135429240000
3754961.7517744377,-11422333.429467496,42135429410000
3754837.5300692837,-11427378.9853877,42135429420000
3754824.150405471,-11422811.880638925,42135429450000
3755414.443813049,-11427896.398380907,42135429480000
3754644.4445950817,-11427169.816064496,42135429630000
3756041.629431215,-11422875.889346128,42135430010000
3752272.316531914,-11422088.971865712,42135430020000
3759439.047569286,-11424171.091621507,42135430030000
3758756.1806624313,-11423639.763691952,42135430040000
3752961.242735805,-11420915.44179377,42135430060000
3756704.1386982338,-11425404.5115795,42135430230000
3756243.133347068,-11424885.094835458,42135430240000
3754287.4020190164,-11425826.746408075,42135430250000
3754927.77760122,-11424912.03415223,42135430260000
3752383.7905959636,-11425828.19356146,42135430590000
3756049.762987584,-11422059.694839636,42135430890000
3756985.55216814,-11425171.297246287,42135430970000
3755847.344014338,-11423758.207630156,42135430980000
3755337.310499678,-11425320.910641912,42135431510000
3754999.661293082,-11425105.507427227,42135431560000
3760233.4998685294,-11424112.648888845,42135431590000
3756152.613593168,-11425221.168378165,42135431600000
3759454.531933365,-11424657.446476785,42135431610000
3754325.7029206944,-11424255.137837058,42135431620000
3755030.74981082,-11426364.41954861,42135431630000
3753501.3422287563,-11424829.21245108,42135431640000
3752777.236702602,-11423926.300061256,42135431650000
3752219.0716365688,-11426182.07822269,42135431660000
3753936.79702108,-11425744.036026418,42135431670000
3751451.243423252,-11426443.233748093,42135431680000
3752362.676017701,-11422657.703144174,42135431690000
3756702.564375627,-11423322.837101664,42135431700000
3756457.759712042,-11421913.421028733,42135431780000
3756984.3713985938,-11420045.925251186,42135431790000
3756099.089188915,-11424775.7790955,42135431820000
3756938.321476581,-11421643.248624574,42135431990000
3754031.103910282,-11425123.207226265,42135432100000
3756749.9253373886,-11422224.89296397,42135432150000
3756588.032957494,-11421509.665235626,42135432360000
3756089.118983009,-11422906.056928135,42135432450000
3752118.22172762,-11422166.00495334,42135433020000
3759840.072771881,-11424247.122833725,42135433310000
3760084.1587835895,-11423945.44701367,42135433320000
3759636.9339914857,-11426027.566769468,42135433330000
3759726.298885617,-11425734.5738697,42135433340000
3756584.621958293,-11421393.002409276,42135433350000
3757900.8145611086,-11427579.360471128,42135433360000
3753955.0287543936,-11420316.208974827,42135433370000
3756642.8714617696,-11419996.610716762,42135433380000
3757291.5065753013,-11420211.568653485,42135433390000
3759028.194297991,-11424108.196109213,42135433400000
3757545.512361457,-11424859.602672068,42135433410000
3757224.0699880514,-11424269.609370865,42135433420000
3757004.969283912,-11424687.057461334,42135433430000
3754825.855655915,-11419535.191427425,42135433440000
3756351.2331901463,-11425487.44460014,42135433500000
3756638.673289944,-11424591.100060273,42135433510000
3756713.4534445433,-11424153.614461455,42135433520000
3757057.316934313,-11424212.836430555,42135433530000
3755036.915053816,-11425952.314793693,42135433590000
3755688.743318122,-11421668.072871026,42135433600000
3754981.559155125,-11421643.80522203,42135433610000
3754877.013281392,-11423444.397985613,42135433620000
3752954.2916372106,-11422654.029600978,42135433630000
3753749.1035848167,-11423517.868849535,42135433640000
3752010.0286793937,-11422534.91774583,42135433650000
3751541.859034895,-11422400.22116197,42135433660000
3754370.037677962,-11422176.802943947,42135433760000
3754932.10635156,-11422985.650364053,42135433770000
3753007.40862436,-11421558.423172593,42135433800000
3752065.10865544,-11421297.378966682,42135433810000
3754150.988836832,-11422762.454785012,42135433820000
3754215.6537394826,-11424439.928191775,42135433830000
3756423.387751117,-11422739.968247872,42135433840000
3751876.132929103,-11422169.344538068,42135434160000
3722911.6357845017,-11421876.908235753,42135434530000
3719578.868146733,-11419827.293771265,42135434540000
3724231.6269714087,-11426517.26120947,42135434600000
3751874.5592366606,-11422958.488408301,42135435010000
3752368.9710433763,-11423115.448890315,42135435020000
3751673.9151317,-11421948.820626805,42135435120000
3754008.937134281,-11423343.987804916,42135435140000
3756368.550245389,-11423356.455587884,42135435150000
3754964.244092072,-11423385.732613962,42135435380000
3755000.8418682413,-11422942.458401622,42135435390000
3754671.4658816257,-11422843.829332782,42135435400000
3722779.893129141,-11421494.414465385,42135435530000
3750724.3760976107,-11420590.500200145,42135435540000
3758289.454739397,-11429128.70514399,42135435570000
3723161.649858642,-11421613.192362064,42135435970000
3722515.888813632,-11422006.595442524,42135436270000
3755908.607207514,-11423593.343464293,42135436320000
3754320.5873822663,-11422216.0987242,42135436370000
3752286.7425292376,-11422281.443265293,42135436530000
3752177.4988151463,-11422808.652373692,42135436540000
3459648.491798438,-11180914.62714514,42137310080000
3812741.278683748,-10804866.923213327,42139304680000
3814925.678961605,-10807402.335935635,42139304690000
3810965.817629214,-10806555.305930188,42139304700000
3814156.064188635,-10803009.22355097,42139305370000
3830291.2166538937,-10805488.308610937,42139305380000
3830278.1483360473,-10805481.072844034,42139305390000
3830283.428462738,-10805482.742636396,42139305400000
3784703.361512231,-10943648.59842683,42143303040000
3779593.587866997,-10949685.009134583,42143303120000
3788105.607466543,-10961913.677837208,42143303140000
3820264.125321657,-10916563.89839988,42143312100000
3820227.195642122,-10916562.117288027,42143312110000
3809067.812719362,-10917465.474955816,42143312200000
3778913.5182191962,-10919661.697189676,42143312410000
3819238.0504663656,-10916672.323583914,42143312420000
3810358.0225522094,-10918720.60221451,42143312540000
3820264.3891054937,-10916568.907776967,42143312580000
3819237.52294422,-10916663.30670516,42143312930000
3822233.6985392855,-10917682.1026849,42143313760000
3822238.0516943857,-10917679.542336613,42143313810000
3654334.936540337,-10771452.04034242,42145308450000
3507920.0754820337,-10797250.888931217,42149303060000
3498683.5787648605,-10796157.397573153,42149303080000
3507822.6086192117,-10799204.100716677,42149303100000
3503466.9350378155,-10803529.419531448,42149303110000
3503136.4633883736,-10802372.030785667,42149303180000
3498906.2567835967,-10807663.825419508,42149303240000
3486739.563068298,-10801232.56447791,42149303550000
3484875.22773606,-10800820.793681463,42149303600000
3496675.411714304,-10798736.892813817,42149303610000
3485789.6474880087,-10801738.0662856,42149303630000
3486926.4736721,-10796995.299380356,42149303640000
3498762.0874212193,-10796894.889199656,42149303700000
3499955.709737389,-10794663.156048236,42149303720000
3486768.9602283635,-10798035.580021815,42149303760000
3472811.609411364,-10807916.6319831,42149303770000
3497401.5531500024,-10798350.28022229,42149303790000
3497082.5443188045,-10802860.834669745,42149303870000
3469435.5647631106,-10809002.88757426,42149303950000
3472125.199554005,-10803920.373583112,42149304020000
3469027.258210785,-10808581.6546211,42149304030000
3468483.0832864763,-10808259.162056273,42149304040000
3461684.823437741,-10811334.474308927,42149304090000
3495699.5796202207,-10795989.416461544,42149304180000
3461609.3600468086,-10809904.464130197,42149304290000
3471360.7413860406,-10805010.525356453,42149304500000
3497578.212695949,-10799071.407883648,42149304620000
3490808.0528430995,-10796939.750954447,42149304700000
3475795.7963779843,-10820814.664783863,42149305800000
3483916.2096443083,-10819965.29706911,42149305830000
3477610.4502993235,-10820770.80490449,42149306030000
3482205.2490624436,-10820375.17543421,42149306110000
3496424.6378477244,-10794482.261875696,42149306210000
3484387.7521297024,-10821059.90162208,42149306250000
3482726.1361487936,-10819708.37168436,42149306260000
3491440.114965931,-10801717.583499296,42149306440000
3486763.311860496,-10802051.096693713,42149306450000
3504743.7851804327,-10801692.87057234,42149306590000
3485322.9309924943,-10801206.404397573,42149306680000
3493086.1656837175,-10803228.07766987,42149306780000
3500902.051799215,-10794859.634949483,42149306960000
3511428.993397966,-10777617.025062043,42149307010000
3468740.8744736537,-10814349.896675533,42149307110000
3497892.4800070464,-10795157.97118481,42149307250000
3507539.856067758,-10797100.05102119,42149307300000
3507193.463811392,-10794741.970247716,42149307460000
3475257.3628510805,-10817003.308058083,42149307590000
3465980.0469074626,-10815892.450859455,42149307900000
3502932.6061110995,-10797540.54224626,42149308010000
3473434.5776517387,-10822175.21160034,42149308020000
3487103.5020959307,-10803206.036410693,42149308260000
3480674.4075343874,-10818220.252731437,42149308350000
3465641.569374393,-10817673.228753677,42149308400000
3482173.42417631,-10819354.487023126,42149308860000
3498296.9531590445,-10787876.006694568,42149308960000
3498054.3705191133,-10809403.637741117,42149309180000
3507554.128556441,-10801216.311832253,42149309630000
3521449.1052448773,-10763586.873039912,42149309690000
3473428.806913952,-10770637.738267267,42149310070000
3507261.3528659805,-10802815.750275973,42149310470000
3491604.363770308,-10801077.719066216,42149310610000
3496193.6527492725,-10795316.712778682,42149311020000
3509290.8625807893,-10796100.401993863,42149311030000
3500160.0334947794,-10795409.553234003,42149311070000
3489102.591172707,-10799945.043247392,42149311190000
3489003.47028802,-10802323.718126666,42149311250000
3493562.5414924375,-10803758.292404518,42149311400000
3477828.1439092,-10805305.18804858,42149311490000
3498330.6170038464,-10782649.779240806,42149311740000
3469362.8762745387,-10813540.603977468,42149311940000
3498105.5077898377,-10804959.095751705,42149311990000
3519099.1245784564,-10765538.860310974,42149312080000
3516410.784304645,-10764819.402441977,42149312090000
3492939.23641885,-10789654.00160152,42149312110000
3485511.4895977383,-10794912.623027103,42149312160000
3520485.532286603,-10762809.751674686,42149312270000
3507898.987601553,-10796173.316260338,42149312280000
3521329.780931065,-10762803.29514422,42149312730000
3481387.1949145086,-10795478.237359822,42149312970000
3483489.089782976,-10818433.763514776,42149313340000
3483278.1019307435,-10813922.65246987,42149313510000
3497430.7178666745,-10797912.349345507,42149313680000
3516434.5883754767,-10777738.91990446,42149314090000
3484054.949657333,-10813446.539007746,42149314250000
3498583.998102921,-10779062.731288973,42149316200000
3488974.709967738,-10803184.77438795,42149316310000
3497833.377632968,-10779112.49110136,42149316370000
3498266.501589607,-10780106.46283465,42149316540000
3514246.858688735,-10778734.895388588,42149316550000
3499658.096831679,-10807024.406264393,42149316900000
3519056.9117888664,-10775467.223055843,42149316910000
3516163.867949251,-10773565.55219462,42149317260000
3497584.1228029933,-10809121.665470935,42149317830000
3504711.518491256,-10800334.216187207,42149317840000
3502107.5701078693,-10800777.601719037,42149317900000
3493338.286878822,-10803605.339424167,42149318210000
3497366.992404553,-10781216.429477353,42149318390000
3497357.4850039864,-10783009.45251556,42149318440000
3496062.1035915683,-10788787.824643657,42149318550000
3518632.475128938,-10766942.710409367,42149318660000
3519181.1053051143,-10759869.803922834,42149318780000
3518557.704705336,-10760220.460318832,42149318790000
3516097.218081918,-10760472.59896548,42149318800000
3507390.317350098,-10799443.882899843,42149318810000
3518617.546747605,-10759251.980748933,42149318820000
3471525.3742917706,-10820291.463177133,42149319060000
3491579.064950769,-10800910.294552062,42149319090000
3484572.703171414,-10795648.333541756,42149319130000
3503005.870961875,-10798239.294689968,42149319140000
3519543.783058812,-10765977.79306317,42149319380000
3518798.104122312,-10765956.753679413,42149319430000
3516015.385903937,-10778082.67449203,42149319610000
3516536.6247082367,-10767954.493261186,42149319660000
3515587.4482154376,-10783592.766647317,42149324310000
3508349.427173688,-10786403.695109338,42149324570000
3505650.885358792,-10784234.63483123,42149325450000
3506976.555562285,-10783848.467517668,42149325850000
3507104.102822996,-10785344.490154438,42149325950000
3508444.712035383,-10785503.677026274,42149326650000
3502831.44989457,-10804795.233461257,42149329680000
3461924.5411483063,-10804266.243241008,42149334430000
3865311.289529423,-11162315.14398442,42151307750000
3870393.3007794577,-11169076.912494184,42151309080000
3863671.8264424163,-11163630.829046106,42151309480000
3863776.6689995774,-11162868.513173154,42151309950000
3863483.5887369504,-11162717.341304656,42151310010000
3864192.6066164062,-11162518.524694096,42151310950000
3863681.3575454406,-11162067.792075876,42151310960000
3862798.9689291837,-11162782.46320677,42151311020000
3871552.4447970917,-11169398.737142067,42151311210000
3880658.6985162967,-11161921.295625992,42151311490000
3879640.7557900236,-11162633.183769614,42151311500000
3863411.974478076,-11161808.083703857,42151312220000
3863860.067154214,-11161879.884775417,42151312230000
3864207.6981999218,-11161952.465083417,42151312240000
3864701.6272713495,-11162304.791271774,42151312320000
3865250.9176576105,-11162192.024627602,42151313000000
3863550.0408044346,-11161016.04552686,42151313020000
3866194.528312102,-11161568.078881703,42151313030000
3865674.189250998,-11162019.034138907,42151313060000
3862948.8088447405,-11160863.203866,42151313080000
3864580.2281511063,-11162027.82837868,42151313090000
3862274.1471401774,-11160662.160865633,42151313120000
3863444.935515453,-11161646.447803224,42151313130000
3863050.3357357006,-11162643.53648226,42151313180000
3862750.919960258,-11162575.07499542,42151313190000
3862904.862665058,-11163095.382295387,42151313240000
3861921.9406238436,-11160816.67231885,42151314280000
3863557.4538073004,-11160699.564214537,42151314460000
3862210.48182361,-11162424.014446413,42151314690000
3861855.8948010663,-11162610.14063502,42151314760000
3861223.77954806,-11162477.781760467,42151314880000
3862320.7381926086,-11163063.544921022,42151314890000
3852611.672063732,-11180821.89800931,42151315130000
3852551.2328911126,-11150073.339581884,42151315720000
3852102.379214316,-11150484.887739344,42151316210000
3851697.7113773343,-11149968.476621557,42151316570000
3852616.6976543777,-11151466.280370178,42151316720000
3851445.3960939655,-11151193.547617735,42151316730000
3852802.910520162,-11150726.89631233,42151316740000
3851953.2059281617,-11151301.416204317,42151316750000
3851578.032858943,-11150672.23844235,42151316780000
3851381.260206245,-11149873.298456926,42151316790000
3881981.930576403,-11159779.174664656,42151811360000
4022685.668010207,-11250927.351087207,42153301970000
4032496.948387337,-11118444.577940753,42155302680000
4033979.7932675024,-11121201.62776923,42155302690000
4035287.366099808,-11118391.589863136,42155302700000
3445048.077674778,-10639527.20048382,42157007680000
3445562.089438432,-10639510.725199183,42157007690000
3444762.3538047182,-10639895.334039874,42157007700000
3445660.8762151645,-10639740.488628184,42157007800000
3445961.847834108,-10640507.479919748,42157007890000
3445923.202276805,-10640845.000615833,42157007950000
3445883.789045921,-10640213.596464053,42157007970000
3445182.17685755,-10640438.907113418,42157008100000
3445668.937863665,-10640988.157480992,42157008190000
3445352.873820843,-10640904.667862898,42157008210000
3445523.3171143765,-10641324.56498217,42157008260000
3446181.566657708,-10641085.339396454,42157008450000
3446355.220110578,-10641467.276569366,42157008570000
3446502.0019663987,-10639785.684341444,42157008670000
3446673.100269352,-10640537.202223787,42157008720000
3446540.3933108123,-10640756.278981667,42157008730000
3446439.2963489844,-10640381.020978203,42157008740000
3446570.978496775,-10640160.27442796,42157008760000
3446973.839497763,-10640701.84375067,42157008770000
3439842.4439864014,-10651957.35746478,42157008960000
3435692.971150932,-10649233.035566594,42157019720000
3424767.487338665,-10657839.590677783,42157020180000
3430877.47781822,-10639940.641072627,42157023170000
3431095.1514989473,-10638441.835448587,42157023190000
3431557.480523809,-10636790.522122158,42157023330000
3431879.471678676,-10636848.29693788,42157023440000
3432075.5591307567,-10641026.896663787,42157023560000
3432027.4957001708,-10642060.498135803,42157023570000
3432854.313781348,-10639416.43759048,42157023670000
3432615.6458241707,-10639395.620845703,42157023780000
3433304.5606290954,-10639596.329887602,42157024050000
3433319.9015124976,-10639286.527744723,42157024130000
3434253.428412404,-10640104.392043583,42157024220000
3433530.968341938,-10638676.608254673,42157024330000
3433776.8124738475,-10639542.673893042,42157024390000
3433952.4730697763,-10641157.363106998,42157024410000
3434267.8754673093,-10640284.95225765,42157024570000
3432581.8977367636,-10640125.431427345,42157024600000
3433617.1347095864,-10638004.127210788,42157024730000
3433634.6493083183,-10637384.07764707,42157024750000
3432867.3530785064,-10640758.171413014,42157024840000
3433135.0450753733,-10640764.293985004,42157024850000
3433389.9584439625,-10641173.949711123,42157024900000
3433571.3667457043,-10640013.221380623,42157025110000
3435620.088780662,-10640866.707916535,42157026020000
3446108.881158997,-10640952.201285463,42157028110000
3433135.428592227,-10639092.831830746,42157028590000
3445784.744638765,-10640547.777575413,42157029280000
3433220.313934483,-10637943.346768813,42157029680000
3432551.9847326777,-10638394.74730398,42157029940000
3446391.5635011964,-10640943.963643147,42157030040000
3433238.4671972436,-10638188.47228754,42157030260000
3445931.1361235213,-10639636.961501742,42157030540000
3432887.6790678594,-10638500.055542272,42157201130000
3445946.491969698,-10640039.938058414,42157300020000
3432642.6187904826,-10639860.824997727,42157300120000
3432215.659933621,-10639488.127342552,42157300190000
3432402.165083283,-10639576.403698752,42157300240000
3433715.319042853,-10639863.051387543,42157300480000
3445668.4260128173,-10640396.717026407,42157300610000
3445245.00433843,-10639924.38842697,42157300620000
3446810.7995755337,-10640580.282866726,42157300790000
3444933.0452278717,-10639736.035848547,42157300800000
3444925.751770175,-10640147.138728047,42157301710000
3446199.226224366,-10639911.252727058,42157301720000
3433530.712656238,-10639584.75266056,42157301950000
3446155.205320465,-10639360.443886612,42157302000000
3433138.7524054204,-10637387.639870774,42157302830000
3445569.639178418,-10641018.54770198,42157303620000
3431390.41640728,-10639931.401554892,42157303680000
3432112.5016226163,-10636920.431967916,42157303820000
3433258.0267271,-10640067.54529213,42157303840000
3433866.688012824,-10637548.162576497,42157303910000
3431451.259707987,-10638930.194054697,42157304330000
3433991.722159835,-10637769.243085213,42157304340000
3433477.402298055,-10640647.0745612,42157304430000
3433347.515148336,-10637920.971551163,42157308650000
3433715.9582662075,-10641387.015216503,42157308880000
3433278.4811689537,-10640790.342745852,42157309010000
3432122.7279365286,-10641166.602624737,42157309450000
3432255.9264113926,-10636469.14275224,42157309610000
3456573.6577580613,-10658447.395097516,42157309800000
3444875.721320327,-10640071.998071764,42157310120000
3445084.80126313,-10639682.825131947,42157310130000
3433577.24753649,-10639651.433035543,42157310230000
3432495.993910393,-10639806.38976673,42157310360000
3431954.761751482,-10640796.576637337,42157310410000
3433698.6992466836,-10637918.299883384,42157310550000
3430971.2956216987,-10639682.602492968,42157310810000
3457381.937869478,-10658031.505479913,42157311180000
3455731.7478259783,-10659169.413314804,42157311390000
3457190.8456843337,-10658027.497978246,42157311660000
3431492.9298642306,-10639430.575165812,42157311700000
3445191.389829543,-10640781.882464552,42157311960000
3445382.816398964,-10640113.186283356,42157312150000
3445428.2422374417,-10639903.571682192,42157312160000
3436059.051429494,-10638018.932703063,42157312430000
3436030.281211438,-10638079.490506057,42157312440000
3456648.8355337367,-10660543.875067627,42157312570000
3457894.2633295674,-10656872.892219737,42157313000000
3459053.090528955,-10661088.78397506,42157314010000
3446871.843324473,-10640755.833703706,42157314320000
3472293.4326151377,-10672003.66004734,42157314330000
3433502.4594175387,-10641108.939128503,42157314380000
3432544.1869096137,-10639912.588560946,42157314390000
3431907.7213831437,-10638931.975166548,42157314550000
3445518.326625664,-10640091.367663162,42157314580000
3445565.1605185717,-10640472.9708776,42157314590000
3456735.156041408,-10658590.551962676,42157314730000
3432404.082559335,-10639282.297604077,42157314760000
3431900.3074276,-10639825.648038637,42157314820000
3446707.6529314118,-10640307.995392244,42157314920000
3445834.77860494,-10640001.310195107,42157314940000
3446723.39361918,-10640547.33229745,42157315000000
3433388.935712317,-10641305.529349243,42157315010000
3446276.7750416887,-10640417.533771183,42157315030000
3446221.1087643346,-10640161.944220323,42157315150000
3454253.3516855636,-10661570.686050706,42157315160000
3431401.5369052244,-10639081.699881664,42157315170000
3433629.2798667774,-10641239.850849673,42157315300000
3431647.085040892,-10638884.219105,42157315520000
3446003.9485892267,-10640176.081795657,42157315550000
3433672.4911498404,-10637184.593119567,42157315600000
3445776.043099191,-10640942.627809258,42157315620000
3445861.5231828694,-10640826.41026087,42157315700000
3433317.98390108,-10639429.684609884,42157315710000
3446009.962994005,-10640144.355740778,42157315840000
3445737.14217033,-10639684.27228533,42157315850000
3431615.640303951,-10638149.17650729,42157315950000
3433531.863241925,-10639867.058889212,42157315970000
3433758.4027674664,-10640070.550918382,42157315980000
3433082.247696955,-10641092.909121828,42157316150000
3431414.191276544,-10639346.528950265,42157316210000
3433732.961619013,-10641661.863039272,42157316290000
3433459.5043852036,-10640936.393917773,42157316310000
3431393.2284863214,-10639318.03116062,42157316330000
3433631.0696803783,-10637638.22004455,42157316340000
3434000.5436329064,-10640337.829015777,42157316390000
3433620.842177416,-10639461.299345272,42157316400000
3434051.6827254463,-10637228.230359957,42157316410000
3433547.971452239,-10643416.369533664,42157316420000
3433687.321090818,-10637109.786421752,42157316430000
3433019.0956669813,-10636935.1261407,42157316440000
3432506.731857584,-10642443.659823114,42157316450000
3432863.90149857,-10639823.532968313,42157316460000
3434047.080198861,-10637258.175302982,42157316560000
3431507.7573140645,-10638380.275770178,42157316570000
3433886.248490032,-10637476.472824426,42157316710000
3432239.947635415,-10641274.693850294,42157316750000
3432698.86591485,-10637651.467063954,42157316770000
3433031.751615968,-10640740.805572448,42157316890000
3433387.401614997,-10641253.765786024,42157316900000
3432801.00620281,-10639645.421783043,42157316940000
3431419.5598014384,-10638447.178784143,42157316970000
3431875.2534022904,-10638042.421115618,42157316990000
3432848.3054821664,-10639858.821246892,42157317000000
3431973.1688985582,-10640034.372083876,42157317030000
3431438.6053005243,-10639644.085949156,42157317040000
3431874.742096157,-10639794.367261725,42157317050000
3433088.1282659965,-10638040.306045296,42157317200000
3433358.6373238238,-10638152.182133542,42157317360000
3444584.6272725794,-10638195.708054442,42157317640000
3445619.2884257413,-10639866.168333286,42157317840000
3445684.805249996,-10640017.340201784,42157317940000
3445111.9281618916,-10640816.72546517,42157318030000
3446452.6052709306,-10640989.159356408,42157318180000
3447918.7180885635,-10624237.023145402,42157318210000
3446293.4109871765,-10639742.269740034,42157318480000
3445043.3432824737,-10640762.735512136,42157318520000
3431506.86255368,-10641412.618699383,42157319370000
3431986.335137832,-10640788.450314507,42157320700000
3433680.673184145,-10652738.597651163,42157324520000
3433299.8305270406,-10637370.16271072,42157808210000
3432346.9418946165,-10639912.588560946,42157808580000
3432832.581648542,-10640549.558687266,42157809260000
3939974.947976837,-10598856.73584199,42159000400000
3939981.6101211775,-10599142.492974857,42159000410000
3939973.215819935,-10598623.96678674,42159000450000
3940448.635970155,-10598521.775494192,42159000500000
3940672.095498954,-10598525.89431535,42159000570000
3940780.295695912,-10597680.200143795,42159000630000
3940905.4200879936,-10597999.798401862,42159000640000
3940893.693783092,-10598241.806974847,42159000650000
3940892.22799581,-10598485.04006223,42159000660000
3941046.136671136,-10598118.131020576,42159000690000
3940431.446953857,-10597978.091101157,42159000700000
3940450.767942945,-10598240.025862994,42159000710000
3940669.2972313794,-10598001.913472187,42159000720000
3940665.432958224,-10598242.697530774,42159000730000
3940490.4760077163,-10597335.888958773,42159000740000
3940794.0206698463,-10597183.047297914,42159000750000
3940449.4354599086,-10597759.45962124,42159000760000
3940692.749399529,-10597761.463372074,42159000780000
3940933.003601931,-10597509.88132288,42159000790000
3941123.824682525,-10597224.792106958,42159000800000
3941170.331133768,-10597455.780050356,42159000820000
3940729.6600101683,-10597409.805100657,42159000830000
3940925.274881269,-10597312.623185197,42159000840000
3941113.430716042,-10597647.694852484,42159000850000
3941257.881033391,-10597226.795857793,42159000860000
3940152.562053066,-10597322.419300383,42159000910000
3940149.8971556174,-10597608.733030707,42159000920000
3939989.871185475,-10597828.47770553,42159000940000
3939843.7045130283,-10597314.404297048,42159000950000
3939874.3500621226,-10597597.712401116,42159000960000
3940214.654336841,-10597464.129012166,42159000980000
3940214.254600045,-10597640.681724563,42159000990000
3939997.599283204,-10597421.27100821,42159001000000
3939740.576172565,-10596575.24287818,42159001030000
3940157.2256250735,-10595561.456275526,42159001040000
3940563.62981162,-10595902.650514808,42159001070000
3940591.212513133,-10596245.959824413,42159001080000
3940215.187319255,-10595882.613006463,42159001100000
3940254.76133192,-10596239.72593293,42159001110000
3940414.924202498,-10596226.256274546,42159001140000
3940388.940891089,-10595735.003361674,42159001150000
3940369.8864996964,-10596052.041271454,42159001160000
3940751.513279018,-10595459.153663488,42159001170000
3940860.646987572,-10595688.805772994,42159001190000
3940918.0791804506,-10596134.862972604,42159001200000
3940513.128320289,-10596569.120306186,42159001220000
3940779.2296791975,-10596815.692978293,42159001230000
3940180.543513216,-10596556.541203728,42159001240000
3940967.9161628573,-10595467.502625298,42159001250000
3940148.8311968087,-10596966.864846792,42159001260000
3940490.875754024,-10597000.705971994,42159001270000
3941206.843492577,-10595975.78742026,42159001300000
3941228.9641746087,-10596556.095925763,42159001320000
3941045.07063,-10596699.92070787,42159001340000
3940974.9786402485,-10597016.624659177,42159001350000
3941058.662661815,-10596326.55513575,42159001360000
3941063.726364012,-10595952.744285664,42159001370000
3940568.82654747,-10596817.251451166,42159001380000
3941209.7751468094,-10596713.72432473,42159001390000
3941149.9428958083,-10596116.27261764,42159001400000
3941229.36394636,-10597077.405101148,42159001410000
3940359.359961225,-10596842.298336597,42159001440000
3940768.569517448,-10596569.231625678,42159001450000
3940994.3005343163,-10596845.192643354,42159001460000
3940346.834725353,-10596650.383534467,42159001470000
3940187.072530294,-10596799.774291113,42159001480000
3940304.19572586,-10597016.290700702,42159001490000
3941425.38702026,-10594528.077442493,42159001570000
3941642.468782305,-10594509.487087533,42159001580000
3941594.6278240713,-10594281.504770383,42159001590000
3941891.538127825,-10594445.589699814,42159001610000
3941396.6030031927,-10594271.152057745,42159001620000
3941527.864031037,-10594987.492980996,42159001630000
3941440.045574906,-10595448.35567288,42159001640000
3941424.4542037724,-10594760.62385876,42159001660000
3941474.8264014083,-10595729.10342866,42159001680000
3941471.494900103,-10596210.226267867,42159001720000
3941428.0522106336,-10596451.900882382,42159001730000
3941853.1579122883,-10594726.448775088,42159001750000
3941718.161843415,-10595476.18554558,42159001760000
3941357.957907386,-10594030.479318647,42159001770000
3940929.005987151,-10594090.591843676,42159001790000
3940689.68462486,-10594593.75594206,42159001820000
3940933.9363789083,-10594513.828547673,42159001830000
3940757.243106322,-10595235.067528522,42159001910000
3941001.762791672,-10595214.02814476,42159001940000
3941033.34418397,-10594974.468600577,42159001950000
